Url,Price,Building Area,Land Area
https://www.lamudi.co.id/rumah-super-mewah-dekat-tol-bandara-ready-gratis-b-166002293478.html,1499000000,136,100
https://www.lamudi.co.id/rumah-dengan-promo-harvest-city-cibubur-165839259662.html,500000000,37,72
https://www.lamudi.co.id/rumah-minimalis-baru-siap-huni-rawamangun.html,2300000000,168,97
https://www.lamudi.co.id/dijual-rumah-lokasi-setrategis-disepatan-bali-reso-166009692214.html,697000000,70,55
https://www.lamudi.co.id/rumah-baru-minimalis-terjangkau-dan-strategis-di-c-165914907761.html,275000000,45,55
https://www.lamudi.co.id/rumah-sangat-murah-di-jakarta-timur-16598662308.html,394537500,18,33
https://www.lamudi.co.id/rumah-murah-ready-stock-100m-dari-jalan-raya-m-kah-165979039469.html,800000000,80,40
https://www.lamudi.co.id/baru-rumah-cluster-mewah-lokasi-ciracas-jakarta-ti-16596094388.html,965000000,80,60
https://www.lamudi.co.id/brand-new-house-ada-kolam-renang-pribadi-di-setiab-166005450519.html,3500000000,230,297
https://www.lamudi.co.id/rumah-cluster-murah-di-jakarta-timur-16598821846.html,420000000,35,19
https://www.lamudi.co.id/rumah-400jtan-di-depok-bisa-kpr-cicilan-mulai-3jta-165866945329.html,485000000,45,70
https://www.lamudi.co.id/dijual-cepat-rumah-shm-di-tebet-timur.html,4800000000,156,192
https://www.lamudi.co.id/di-jual-rumah-lamandau-1-kebayoran-baru-165968181478.html,19250000000,650,260
https://www.lamudi.co.id/dijual-rumah-baru-indent-kualitas-bagus-di-duri-kepa-jakarta-barat.html,2350000000,180,66
https://www.lamudi.co.id/di-jual-rumah-2-lantai-harga-1-lantai-tanpa-dp-165960276111.html,800000000,52,80
https://www.lamudi.co.id/jual-cluster-minimalis-kredit-developer-dijakarta-timur.html,399000000,40,40
https://www.lamudi.co.id/international-class-living-in-south-city-fortunia-residence-25.html,1200000000,66,71
https://www.lamudi.co.id/rumah-menteng-16595039852.html,50000000000,1070,1070
https://www.lamudi.co.id/rumah-murah-di-kelapa-puyuh-kelapa-gading-jakarta-165950726067.html,2450000000,110,160
https://www.lamudi.co.id/jual-rumah-tingkat-bisa-usaha-kpr-dimunjul-cipayung-jakarta-timur.html,655000000,75,80
https://www.lamudi.co.id/midland-smart-cluster-warakas-harga-mulai-dari-299juta.html,324000000,21,21
https://www.lamudi.co.id/jual-rumah-murah-di-jagakarsa-jakarta-selatan-dekat-andara.html,4200000000,200,114
https://www.lamudi.co.id/rumah-baru-ready-akses-samping-tol-golden-cikeas-165915767972.html,575400000,30,60
https://www.lamudi.co.id/townhouse-cilangkap-jakarta-dekat-puskesmas-cipayung-12mnt-gerbang-tol-setu.html,763000000,68,33
https://www.lamudi.co.id/dijual-rumah-cluster-daun-di-tengah-kota-jakarta-166001818060.html,650000000,50,29
https://www.lamudi.co.id/miliki-rumah-ekslusif-di-tengah-kota-bintaro-tangs-16595226831.html,1148000000,84,60
https://www.lamudi.co.id/2-unit-tersisa-rumah-cluster-nyaman-cimanggis-depo-16595764196.html,865000000,76,60
https://www.lamudi.co.id/dijual-rumah-murah-asri-minimalis-strategis-ciseeng-5jt-all-in.html,260000000,32,65
https://www.lamudi.co.id/dlapan-townhouse.html,710000000,48,41
https://www.lamudi.co.id/jual-bangunan-bekas-rumah-kost-3-lantai-40-kamar-h-165885760632.html,3700000000,639,243
